"시군구별","용도지역및이용현황별","항목","단위","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월",
"강동구","주거용(대)","지가변동률[%]","%",".373",".363",".756",".477",".738",".548",
"강동구","상업용(대)","지가변동률[%]","%",".317",".762",".982","1.044",".891",".861",
"강동구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"강동구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"강동구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산직할시","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)영도구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)부산진구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동래구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)북구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)해운대구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)사하구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)금정구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)강서구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)대구직할시","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)중구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)동구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","전","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","답","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","임야","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"(구)서구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","평균","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"(구)남구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
